,execution_cycles,compute_cycles,idle_cycles,loads,stores,hit_count,miss_count,miss_rate,private,shared,private_rate,benchmark,protocol,cache_size,associativity,line_size
2127,16146794,10394904,5751890,1493736,1009391,2479533,23594,0.00942581,2020571,480757,0.8077993,blackscholes,Dragon,8192,2,16
2129,16077540,10394904,5682636,1493736,1009391,2480104,23023,0.009197696,2023894,477743,0.8090278,blackscholes,Dragon,8192,2,32
2132,17095053,10394904,6700149,1493736,1009391,2461280,41847,0.01671789,2042523,458358,0.8167214,blackscholes,Dragon,8192,2,64
2134,17709973,10394904,7315069,1493736,1009391,2459968,43159,0.01724203,2054615,445373,0.8218499,blackscholes,Dragon,8192,2,128
2136,21945040,10394904,11550136,1493736,1009391,2430853,72274,0.02887349,2086558,409234,0.8360304,blackscholes,Dragon,8192,2,256
2137,43817280,10394904,33422376,1493736,1009391,2330055,173072,0.06914232,2164269,315603,0.8727342,blackscholes,Dragon,8192,2,512
2139,80049447,10394904,69654543,1493736,1009391,2207548,295579,0.1180839,2299095,143239,0.9413516,blackscholes,Dragon,8192,2,1024
2141,84737509,10394904,74342605,1493736,1009391,2141664,361463,0.1444046,2326758,98408,0.9594222,blackscholes,Dragon,8192,2,2048
