,execution_cycles,compute_cycles,idle_cycles,loads,stores,hit_count,miss_count,miss_rate,private,shared,private_rate,benchmark,protocol,cache_size,associativity,line_size
141,21859016,10394904,11464112,1493736,1009391,2412612,90515,0.03616077,2079151,417183,0.8328817,blackscholes,MESI,4096,1,32
193,16449755,10394904,6054851,1493736,1009391,2467251,35876,0.01433247,2026222,469962,0.8117278,blackscholes,MESI,4096,2,32
242,16254626,10394904,5859722,1493736,1009391,2469222,33905,0.01354506,2025523,472021,0.8110059,blackscholes,MESI,4096,4,32
283,14406692,10394904,4011788,1493736,1009391,2487888,15239,0.006087985,2026708,474557,0.8102732,blackscholes,MESI,4096,8,32
325,13406792,10394904,3011888,1493736,1009391,2497988,5139,0.002053032,2027352,474863,0.8102229,blackscholes,MESI,4096,16,32
364,13400357,10394904,3005453,1493736,1009391,2498053,5074,0.002027065,2027232,474959,0.8101828,blackscholes,MESI,4096,32,32
400,13397486,10394904,3002582,1493736,1009391,2498082,5045,0.002015479,2027276,474924,0.8101974,blackscholes,MESI,4096,64,32
435,13399070,10394904,3004166,1493736,1009391,2498066,5061,0.002021871,2027189,475003,0.8101652,blackscholes,MESI,4096,128,32
